Model,Variable,Unit,Internal_variable
GCAM 7.0,Final Energy|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Solids|Biomass,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Solids|Biomass|Traditional,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Solids|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Aviation,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Aviation|Freight,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Aviation|Passenger,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Liquids|Fossil synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Liquids|Oil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Freight|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Liquids|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Liquids|Fossil synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Liquids|Natural Gas,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Liquids|Oil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Maritime,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Maritime|Freight,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Maritime|Passenger,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Liquids|Fossil synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Liquids|Oil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Passenger|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Rail,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Rail|Freight,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Rail|Passenger,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Freight,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Freight|Electric,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Freight|FC,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Freight|ICE,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Passenger,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Passenger|2W&3W,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Passenger|Bus,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Transportation|Road|Passenger|LDV,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Irrigation,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Irrigation|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Industry,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Industry|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Municipal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Municipal|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Desalination,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Desalination|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Desalination|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Water|Desalination|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Fiscal Gap,billion US$2010/yr,
GCAM 7.0,Fiscal Resilience,billion US$2010/yr,
GCAM 7.0,Food Demand,kcal/cap/day,
GCAM 7.0,Food Demand|Crops,kcal/cap/day,
GCAM 7.0,Food Demand|Livestock,kcal/cap/day,
GCAM 7.0,Food Energy Supply,EJ/yr,
GCAM 7.0,Food Energy Supply|Livestock,EJ/yr,
GCAM 7.0,Forcing,W/m2,forcing_clean
GCAM 7.0,Forcing|Kyoto Gases,W/m2,forcing_clean
GCAM 7.0,Forestry Demand|Roundwood,million m3/yr,
GCAM 7.0,Forestry Demand|Roundwood|Industrial Roundwood,million m3/yr,
GCAM 7.0,Forestry Demand|Roundwood|Wood Fuel,million m3/yr,
GCAM 7.0,Forestry Production|Roundwood,million m3/yr,
GCAM 7.0,Forestry Production|Roundwood|Industrial Roundwood,million m3/yr,
GCAM 7.0,Forestry Production|Roundwood|Wood Fuel,million m3/yr,
GCAM 7.0,GDP|MER,billion US$2010/yr,GDP_MER_clean
GCAM 7.0,GDP|PPP,billion US$2010/yr,GDP_PPP_clean
GCAM 7.0,Indirect Risk|GDP Growth,%,
GCAM 7.0,Indirect Risk|Public Debt,billion US$2010/yr,
GCAM 7.0,Investment,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Freight|Aviation,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Freight|Railways,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Freight|Road|HDT|EV,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Freight|Road|HDT|FCV,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Freight|Road|HDT|ICE,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Passenger|Aviation,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Passenger|Railways,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Passenger|Road|LDV|EV,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Passenger|Road|LDV|FCV,billion US$2010/yr,
GCAM 7.0,Investment|Energy Demand|Transportation|Passenger|Road|LDV|ICE,billion US$2010/yr,
GCAM 7.0,Investment|Energy Efficiency,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|CO2 Transport and Storage,billion US$2010/yr,CCS_invest_clean
GCAM 7.0,Investment|Energy Supply|Electricity,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Biomass,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Biomass|w/ CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Biomass|w/o CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Coal,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Coal|w/ CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Coal|w/o CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Electricity Storage,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Fossil,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Gas|w/o CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Geothermal,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Hydro,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Non-Biomass Renewables,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Non-fossil,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Nuclear,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Ocean,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Oil,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Oil|w/ CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Oil|w/o CCS,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Other,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Solar,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Transmission and Distribution,billion US$2010/yr,transmission_invest_clean
GCAM 7.0,Investment|Energy Supply|Electricity|Wind,billion US$2010/yr,elec_investment_clean
GCAM 7.0,Investment|Energy Supply|Extraction|Bioenergy,billion US$2010/yr,resource_investment_clean
GCAM 7.0,Investment|Energy Supply|Extraction|Coal,billion US$2010/yr,resource_investment_clean
GCAM 7.0,Investment|Energy Supply|Extraction|Fossil,billion US$2010/yr,resource_investment_clean
GCAM 7.0,Investment|Energy Supply|Extraction|Gas,billion US$2010/yr,resource_investment_clean
GCAM 7.0,Investment|Energy Supply|Extraction|Oil,billion US$2010/yr,resource_investment_clean
GCAM 7.0,Investment|Energy Supply|Extraction|Uranium,billion US$2010/yr,resource_investment_clean
GCAM 7.0,Investment|Energy Supply|Heat,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Hydrogen,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Hydrogen|Biomass,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Hydrogen|Electricity,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Hydrogen|Fossil,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Hydrogen|Other,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Hydrogen|Renewable,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Liquids,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Liquids|Biomass,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Liquids|Coal and Gas,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Liquids|Oil,billion US$2010/yr,
GCAM 7.0,Investment|Energy Supply|Other,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Industry|Green,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Industry|Non-Green,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Residential and Commercial|Building Retrofits,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Residential and Commercial|High-Efficiency Buildings,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Residential and Commercial|Low-Efficiency Buildings,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Residential and Commercial|Medium-Efficiency Buildings,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Transportation,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Transportation|Aviation,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Transportation|Maritime,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Transportation|Rail,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Transportation|Road,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Water|Cooling,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Water|Irrigation,billion US$2010/yr,
GCAM 7.0,Investment|Infrastructure|Water|Other,billion US$2010/yr,
GCAM 7.0,Investment|Medical System,billion US$2010/yr,
GCAM 7.0,Investment|RnD|Energy Supply,billion US$2010/yr,
GCAM 7.0,Land Cover,million ha,land_clean
GCAM 7.0,Land Cover|Built-up Area,million ha,land_clean
GCAM 7.0,Land Cover|Cropland,million ha,land_clean
GCAM 7.0,Land Cover|Cropland|Cereals,million ha,land_clean
GCAM 7.0,Land Cover|Cropland|Energy Crops,million ha,land_clean
GCAM 7.0,Land Cover|Cropland|Irrigated,million ha,land_clean
GCAM 7.0,Land Cover|Forest,million ha,land_clean
GCAM 7.0,Land Cover|Forest|Afforestation and Reforestation,million ha,land_clean
GCAM 7.0,Land Cover|Forest|Managed,million ha,land_clean
GCAM 7.0,Land Cover|Forest|Natural Forest,million ha,land_clean
GCAM 7.0,Land Cover|Other Arable Land,million ha,land_clean
GCAM 7.0,Land Cover|Other Land,million ha,land_clean
GCAM 7.0,Land Cover|Pasture,million ha,land_clean
GCAM 7.0,Material Consumption|Domestic,Mt/yr,
GCAM 7.0,Material recycling|Cement,Mt/yr,
GCAM 7.0,Material recycling|Chemicals,Mt/yr,
GCAM 7.0,Material recycling|Chemicals|Ammonia,Mt/yr,
GCAM 7.0,Material recycling|Chemicals|High value chemicals,Mt/yr,
GCAM 7.0,Material recycling|Chemicals|Methanol,Mt/yr,
GCAM 7.0,Policy Cost|Additional Total Energy System Cost,billion US$2010/yr,
GCAM 7.0,Policy Cost|Area under MAC Curve,billion US$2010/yr,
GCAM 7.0,Policy Cost|Consumption Loss,billion US$2010/yr,
GCAM 7.0,Policy Cost|Default for CAV,billion US$2010/yr,
GCAM 7.0,Policy Cost|Equivalent Variation,billion US$2010/yr,
GCAM 7.0,Policy Cost|GDP Loss,billion US$2010/yr,
GCAM 7.0,Policy Cost|GDP Loss|w/o transfers,billion US$2010/yr,
GCAM 7.0,Policy Cost|Other,billion US$2010/yr,
GCAM 7.0,Policy Cost|Welfare Change,billion US$2010/yr,
GCAM 7.0,Population,million,population_clean
GCAM 7.0,Population|Rural,million,population_clean
GCAM 7.0,Population|Urban,million,population_clean
GCAM 7.0,Price|Agriculture|Corn|Index,Index (2005 = 1),ag_prices_clean
GCAM 7.0,Price|Agriculture|Non-Energy Crops and Livestock|Index,Index (2005 = 1),ag_prices_clean
GCAM 7.0,Price|Agriculture|Non-Energy Crops|Index,Index (2005 = 1),ag_prices_clean
GCAM 7.0,Price|Agriculture|Soybean|Index,Index (2005 = 1),ag_prices_clean
GCAM 7.0,Price|Agriculture|Wheat|Index,Index (2005 = 1),ag_prices_clean
GCAM 7.0,Price|Carbon,US$2010/t,co2_price_clean
GCAM 7.0,Price|Carbon|Demand|Industry,US$2010/t CO2,co2_price_clean
GCAM 7.0,Price|Carbon|Demand|Residential and Commercial,US$2010/t CO2,co2_price_clean
GCAM 7.0,Price|Carbon|Demand|Transportation,US$2010/t CO2,co2_price_clean
GCAM 7.0,Price|Carbon|Supply,US$2010/t CO2,co2_price_clean
GCAM 7.0,Price|Final Energy|Industry|Gases|Bioenergy,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Gases|Fossil,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Gases,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Electricity,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Hydrogen,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Liquids,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Liquids|Bioenergy,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Liquids|Fossil synfuel,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Solids|Biomass,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Industry|Solids|Coal,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Buildings|Residential|Electricity,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Buildings|Residential|Electricity|Index,Index (2020 = 1),
GCAM 7.0,Price|Final Energy|Buildings|Residential|Gases|Natural Gas,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Buildings|Residential|Gases|Natural Gas|Index,Index (2020 = 1),
GCAM 7.0,Price|Final Energy|Buildings|Residential|Liquids|Biomass,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Buildings|Residential|Liquids|Biomass|Index,Index (2020 = 1),
GCAM 7.0,Price|Final Energy|Buildings|Residential|Liquids|Oil,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Buildings|Residential|Liquids|Oil|Index,Index (2020 = 1),
GCAM 7.0,Price|Final Energy|Buildings|Residential|Solids|Biomass,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Buildings|Residential|Solids|Coal,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Gases|Bioenergy,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Gases|Fossil,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Gases,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Hydrogen,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Liquids,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Electricity,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Liquids|Bioenergy,US$2010/GJ,
GCAM 7.0,Price|Final Energy|Transportation|Liquids|Fossil synfuel,US$2010/GJ,
GCAM 7.0,Price|Industry|Cement,US$2010/Mt,
GCAM 7.0,Price|Primary Energy|Biomass,US$2010/GJ,
GCAM 7.0,Price|Primary Energy|Biomass|Index,Index (2020 = 1),
GCAM 7.0,Price|Primary Energy|Coal,US$2010/GJ,
GCAM 7.0,Price|Primary Energy|Coal|Index,Index (2020 = 1),
GCAM 7.0,Price|Primary Energy|Gas,US$2010/GJ,
GCAM 7.0,Price|Primary Energy|Gas|Index,Index (2020 = 1),
GCAM 7.0,Price|Primary Energy|Oil,US$2010/GJ,
GCAM 7.0,Price|Primary Energy|Oil|Index,Index (2020 = 1),
GCAM 7.0,Price|Secondary Energy|Electricity,US$2010/GJ,
GCAM 7.0,Price|Secondary Energy|Electricity|Index,Index (2020 = 1),
GCAM 7.0,Price|Secondary Energy|Gases|Natural Gas,US$2010/GJ,
GCAM 7.0,Price|Secondary Energy|Gases|Natural Gas|Index,Index (2020 = 1),
GCAM 7.0,Price|Secondary Energy|Hydrogen,US$2010/GJ,
GCAM 7.0,Price|Secondary Energy|Liquids,US$2010/GJ,
GCAM 7.0,Price|Secondary Energy|Liquids|Biomass,US$2010/GJ,
GCAM 7.0,Price|Secondary Energy|Liquids|Biomass|Index,Index (2020 = 1),
GCAM 7.0,Price|Secondary Energy|Liquids|Oil,US$2010/GJ,
GCAM 7.0,Price|Secondary Energy|Liquids|Oil|Index,Index (2020 = 1),
GCAM 7.0,Price|Secondary Energy|Solids|Coal,US$2010/GJ,
GCAM 7.0,Price|Secondary Energy|Solids|Coal|Index,Index (2020 = 1),
GCAM 7.0,Primary Energy,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|1st Generation,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|Electricity,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|Electricity|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|Energy Crops,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|Modern,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|Residues,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Biomass|Traditional,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Coal,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Coal|Electricity,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Coal|Electricity|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Coal|Electricity|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Coal|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Coal|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Fossil,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Fossil|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Fossil|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Gas,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Gas|Electricity,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Gas|Electricity|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Gas|Electricity|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Gas|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Gas|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Non-Biomass Renewables,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Non-Biomass Renewables|Geothermal,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Non-Biomass Renewables|Hydro,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Non-Biomass Renewables|Ocean,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Non-Biomass Renewables|Solar,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Non-Biomass Renewables|Wind,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Nuclear,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Oil,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Oil|Electricity,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Oil|Electricity|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Oil|Electricity|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Oil|w/ CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Oil|w/o CCS,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Other,EJ/yr,primary_energy_clean
GCAM 7.0,Primary Energy|Secondary Energy Trade,EJ/yr,primary_energy_clean
GCAM 7.0,Production|Cement,Mt/yr,industry_production_clean
GCAM 7.0,Production|Chemicals,Mt/yr,
GCAM 7.0,Production|Chemicals|Other,Mt/yr,
GCAM 7.0,Production|Non-ferrous metals,Mt/yr,industry_production_clean
GCAM 7.0,Production|Plastics,Mt/yr,
GCAM 7.0,Production|Pulp and Paper,Mt/yr,
GCAM 7.0,Production|Steel,Mt/yr,industry_production_clean
GCAM 7.0,Productivity|Industry|Cement,Mt/EJ,
GCAM 7.0,Productivity|Industry|Steel,Mt/EJ,
GCAM 7.0,Productivity|Residential and Commercial|Cooling,%,
GCAM 7.0,Productivity|Residential and Commercial|Heating,%,
GCAM 7.0,Productivity|Transportation|Freight,billion tkm/EJ,
GCAM 7.0,Productivity|Transportation|Passenger,billion pkm/EJ,
GCAM 7.0,Revenue|Government|Tax|Carbon,billion US$2010/yr,gov_revenue_clean
GCAM 7.0,Revenue|Government|Tax|Carbon|Demand|Buildings,billion US$2010/yr,gov_revenue_clean
GCAM 7.0,Revenue|Government|Tax|Carbon|Demand|Industry,billion US$2010/yr,gov_revenue_clean
GCAM 7.0,Revenue|Government|Tax|Carbon|Demand|Transport,billion US$2010/yr,gov_revenue_clean
GCAM 7.0,Revenue|Government|Tax|Carbon|Supply,billion US$2010/yr,gov_revenue_clean
GCAM 7.0,Revenue|Industry|Cement,US$2010/yr,
GCAM 7.0,Revenue|Industry|Steel,US$2010/yr,
GCAM 7.0,Secondary Energy,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Biomass,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Coal,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Fossil,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Fossil|w/ CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Fossil|w/o CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Gas,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Geothermal,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Hydro,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Nuclear,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Oil,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Other,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Solar,EJ/yr,elec_gen_tech_clean
GCAM 7.0,Secondary Energy|Electricity|Solar|CSP,EJ/yr,elec_gen_tech_clean
