# common-definitions.url: git@github.com:IAMconsortium/common-definitions
# common-definitions.commit_hash: 7e32405ade790677a6022ff498395bff00d9792d
# common-definitions.commit_timestamp: 2025-10-20 10:42:13
variable,description,unit,tier,Internal_variable,Status,comments.answers,navigate,engage,notes,lower_bound,note,range,region.aggregation,check.aggregate,skip.region.aggregation,sdg,weight,min,components,shape,agmip,ngfs5
Price|Final Energy|Industry|Chemicals|Methanol|Liquids|Other,"Price for sources that do not fit any other category in the methanol sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Methanol|Liquids|Other,,,,,
Price|Final Energy|Industry|Chemicals|Methanol|Solids,"Price for solid energy carriers, including coal, briquettes, coke, and wood pellets in the methanol sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Methanol|Solids,,,,,
Price|Final Energy|Industry|Chemicals|Methanol|Solids|Biomass,"Price for solid biomass (e.g., commercial charcoal, wood chips, wood pellets) in the methanol sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Methanol|Solids|Biomass,,,,,
Price|Final Energy|Industry|Chemicals|Methanol|Solids|Coal,"Price for coal, lignite, and derived products (e.g., coke, briquettes) in the methanol sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Methanol|Solids|Coal,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Electricity,"Electricity price including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Electricity,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases,"Price for gaseous fuels including natural gas and biogas, not including hydrogen in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases|Biomass,"Price for gaseous fuels from biogenic sources, mainly biogas in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases|Biomass,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases|Coal,"Price for gaseous fuels from fossil coal gasification in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases|Coal,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases|Electricity,"Price for gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases|Electricity,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases|Fossil,"Price for gaseous fuels from fossil fuels including natural gas and coal in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases|Fossil,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases|Gas,"Price for fossil methane ('natural gas') in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases|Gas,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases|Hydrogen,"Price for gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases|Hydrogen,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Gases|Other,"Price for gaseous fuels from sources that do not fit any other category in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Gases|Other,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat,"Price for centralized heat in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Biomass,"Price for centralized heat from biomass, including biogas in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Biomass,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Coal,"Price for centralized heat from coal in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Coal,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Electricity,"Price for centralized heat from electricity in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Electricity,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Fossil,"Price for centralized heat from fossil fuels including natural gas, oil and coal in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Fossil,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Gas,"Price for centralized heat from fossil methane ('natural gas') in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Gas,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Geothermal,"Price for centralized heat from geothermal energy excluding ground-source heat pumps in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Geothermal,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Hydrogen,"Price for centralized heat from hydrogen in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Hydrogen,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Nuclear,"Price for centralized heat from nuclear energy in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Nuclear,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Oil,"Price for centralized heat from refined crude oil in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Oil,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Other,"Price for centralized heat from sources that do not fit any other category in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Other,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Heat|Solar,"Price for centralized heat from solar energy in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Heat|Solar,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen,"Price for hydrogen in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Biomass,"Price for hydrogen generated from biomass in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Biomass,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Coal,"Price for hydrogen from coal in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Coal,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Electricity,"Price for hydrogen from electrolysis in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Electricity,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Fossil,"Price for hydrogen from fossil fuels including natural gas, oil and coal in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Fossil,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Gas,"Price for hydrogen from fossil methane ('natural gas') in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Gas,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Nuclear,"Price for hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Nuclear,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Oil,"Price for hydrogen from refined crude oil in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Oil,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Other,"Price for hydrogen from other sources in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Other,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Solar,"Price for hydrogen from solar energy (e.g. thermochemical water splitting with solar heat) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Solar,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids,"Price for refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Biomass,"Price for liquid fuels from biomass in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Biomass,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Coal,"Price for liquid fuels from coal in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Coal,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Electricity,"Price for liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Electricity,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Fossil,"Price for liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Fossil,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Gas,"Price for liquid fuels from fossil methane ('natural gas') in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Gas,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Hydrogen,"Price for liquid fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Hydrogen,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Oil,"Price for liquid fuels from refined crude oil in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Oil,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Liquids|Other,"Price for sources that do not fit any other category in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Liquids|Other,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Solids,"Price for solid energy carriers, including coal, briquettes, coke, and wood pellets in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Solids,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Solids|Biomass,"Price for solid biomass (e.g., commercial charcoal, wood chips, wood pellets) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Solids|Biomass,,,,,
Price|Final Energy|Industry|Chemicals|Other Sector|Solids|Coal,"Price for coal, lignite, and derived products (e.g., coke, briquettes) in the other use in the chemical sector including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,4,,,,,,,,,,,,,,Final Energy|Industry|Chemicals|Other Sector|Solids|Coal,,,,,
Price|Final Energy|Industry|Chemicals|Solids,"Price for solid energy carriers, including coal, briquettes, coke, and wood pellets in the chemicals sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Chemicals|Solids,,,,,
Price|Final Energy|Industry|Chemicals|Solids|Biomass,"Price for solid biomass (e.g., commercial charcoal, wood chips, wood pellets) in the chemicals sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Chemicals|Solids|Biomass,,,,,
Price|Final Energy|Industry|Chemicals|Solids|Coal,"Price for coal, lignite, and derived products (e.g., coke, briquettes) in the chemicals sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Chemicals|Solids|Coal,,,,,
Price|Final Energy|Industry|Electricity,"Electricity price including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,1,energy_price_clean,done,elec_ind - sector other industry,,,,,,,,,,,Final Energy|Industry|Electricity,,,,,
Price|Final Energy|Industry|Gases,"Price for gaseous fuels including natural gas and biogas, not including hydrogen in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,1,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Gases,,,,,
Price|Final Energy|Industry|Gases|Biomass,"Price for gaseous fuels from biogenic sources, mainly biogas in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Gases|Biomass,,,,,
Price|Final Energy|Industry|Gases|Coal,"Price for gaseous fuels from fossil coal gasification in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Gases|Coal,,,,,
Price|Final Energy|Industry|Gases|Electricity,"Price for gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product) in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Gases|Electricity,,,,,
Price|Final Energy|Industry|Gases|Fossil,"Price for gaseous fuels from fossil fuels including natural gas and coal in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Gases|Fossil,,,,,
Price|Final Energy|Industry|Gases|Gas,"Price for fossil methane ('natural gas') in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Gases|Gas,,,,,
Price|Final Energy|Industry|Gases|Hydrogen,"Price for gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies) in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Gases|Hydrogen,,,,,
Price|Final Energy|Industry|Gases|Other,"Price for gaseous fuels from sources that do not fit any other category in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Gases|Other,,,,,
Price|Final Energy|Industry|Heat,"Price for centralized heat in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,1,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Heat,,,,,
Price|Final Energy|Industry|Heat|Biomass,"Price for centralized heat from biomass, including biogas in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Biomass,,,,,
Price|Final Energy|Industry|Heat|Coal,"Price for centralized heat from coal in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Coal,,,,,
Price|Final Energy|Industry|Heat|Electricity,"Price for centralized heat from electricity in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Electricity,,,,,
Price|Final Energy|Industry|Heat|Fossil,"Price for centralized heat from fossil fuels including natural gas, oil and coal in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Fossil,,,,,
Price|Final Energy|Industry|Heat|Gas,"Price for centralized heat from fossil methane ('natural gas') in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Gas,,,,,
Price|Final Energy|Industry|Heat|Geothermal,"Price for centralized heat from geothermal energy excluding ground-source heat pumps in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Geothermal,,,,,
Price|Final Energy|Industry|Heat|Hydrogen,"Price for centralized heat from hydrogen in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Hydrogen,,,,,
Price|Final Energy|Industry|Heat|Nuclear,"Price for centralized heat from nuclear energy in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Nuclear,,,,,
Price|Final Energy|Industry|Heat|Oil,"Price for centralized heat from refined crude oil in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Oil,,,,,
Price|Final Energy|Industry|Heat|Other,"Price for centralized heat from sources that do not fit any other category in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Other,,,,,
Price|Final Energy|Industry|Heat|Solar,"Price for centralized heat from solar energy in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Heat|Solar,,,,,
Price|Final Energy|Industry|Hydrogen,"Price for hydrogen in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,1,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Hydrogen,,,,,
Price|Final Energy|Industry|Hydrogen|Biomass,"Price for hydrogen generated from biomass in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Biomass,,,,,
Price|Final Energy|Industry|Hydrogen|Coal,"Price for hydrogen from coal in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Coal,,,,,
Price|Final Energy|Industry|Hydrogen|Electricity,"Price for hydrogen from electrolysis in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Electricity,,,,,
Price|Final Energy|Industry|Hydrogen|Fossil,"Price for hydrogen from fossil fuels including natural gas, oil and coal in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Fossil,,,,,
Price|Final Energy|Industry|Hydrogen|Gas,"Price for hydrogen from fossil methane ('natural gas') in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Gas,,,,,
Price|Final Energy|Industry|Hydrogen|Nuclear,"Price for hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat) in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Nuclear,,,,,
Price|Final Energy|Industry|Hydrogen|Oil,"Price for hydrogen from refined crude oil in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Oil,,,,,
Price|Final Energy|Industry|Hydrogen|Other,"Price for hydrogen from other sources in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Other,,,,,
Price|Final Energy|Industry|Hydrogen|Solar,"Price for hydrogen from solar energy (e.g. thermochemical water splitting with solar heat) in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Hydrogen|Solar,,,,,
Price|Final Energy|Industry|Iron and Steel|Electricity,"Electricity price including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Electricity,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases,"Price for gaseous fuels including natural gas and biogas, not including hydrogen in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases|Biomass,"Price for gaseous fuels from biogenic sources, mainly biogas in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases|Biomass,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases|Coal,"Price for gaseous fuels from fossil coal gasification in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases|Coal,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases|Electricity,"Price for gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases|Electricity,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases|Fossil,"Price for gaseous fuels from fossil fuels including natural gas and coal in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases|Fossil,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases|Gas,"Price for fossil methane ('natural gas') in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases|Gas,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases|Hydrogen,"Price for gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases|Hydrogen,,,,,
Price|Final Energy|Industry|Iron and Steel|Gases|Other,"Price for gaseous fuels from sources that do not fit any other category in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Gases|Other,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat,"Price for centralized heat in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat,,,,,
