# Data can be generated in 3 ways. 1. Using GCAM 3.0 assumptions 2. Using global average emissions
# coefficients based on CDIAC inventory and IEA energy balances or 3. Using region-specific average emissions coefficients based on CDIAC inventory and IEA energy balances
region,PrimaryFuelCO2Coef.name,PrimaryFuelCO2Coef
Iceland,refined liquids bunkers av,19.6
Macedonia,refined liquids bunkers av,19.6
Moldova,refined liquids bunkers av,19.6
Norway,refined liquids bunkers av,19.6
Serbia and Montenegro,refined liquids bunkers av,19.6
Switzerland,refined liquids bunkers av,19.6
Turkey,refined liquids bunkers av,19.6
UK,refined liquids bunkers av,19.6
Ukraine,refined liquids bunkers av,19.6
USA,limestone,0.08
Africa_Eastern,limestone,0.08
Africa_Northern,limestone,0.08
Africa_Southern,limestone,0.08
Africa_Western,limestone,0.08
Australia_NZ,limestone,0.08
Brazil,limestone,0.08
Canada,limestone,0.08
Central America and Caribbean,limestone,0.08
Central Asia,limestone,0.08
China,limestone,0.08
India,limestone,0.08
Indonesia,limestone,0.08
Japan,limestone,0.08
Mexico,limestone,0.08
Middle East,limestone,0.08
Pakistan,limestone,0.08
Russia,limestone,0.08
South Africa,limestone,0.08
South America_Northern,limestone,0.08
South America_Southern,limestone,0.08
South Asia,limestone,0.08
South Korea,limestone,0.08
Southeast Asia,limestone,0.08
Taiwan,limestone,0.08
Argentina,limestone,0.08
Colombia,limestone,0.08
Austria,limestone,0.08
Belgium,limestone,0.08
Bulgaria,limestone,0.08
Croatia,limestone,0.08
Cyprus,limestone,0.08
Czech Republic,limestone,0.08
Denmark,limestone,0.08
Estonia,limestone,0.08
Finland,limestone,0.08
France,limestone,0.08
Germany,limestone,0.08
Greece,limestone,0.08
Hungary,limestone,0.08
Ireland,limestone,0.08
Italy,limestone,0.08
Latvia,limestone,0.08
Lithuania,limestone,0.08
Luxembourg,limestone,0.08
Malta,limestone,0.08
Netherlands,limestone,0.08
Poland,limestone,0.08
Portugal,limestone,0.08
Romania,limestone,0.08
Slovakia,limestone,0.08
Slovenia,limestone,0.08
Spain,limestone,0.08
Sweden,limestone,0.08
Albania,limestone,0.08
Belarus,limestone,0.08
Bosnia and Herzegovina,limestone,0.08
Iceland,limestone,0.08
Macedonia,limestone,0.08
Moldova,limestone,0.08
Norway,limestone,0.08
Serbia and Montenegro,limestone,0.08
Switzerland,limestone,0.08
Turkey,limestone,0.08
UK,limestone,0.08
Ukraine,limestone,0.08
USA,unconventional oil upscaling,1.5
Africa_Eastern,unconventional oil upscaling,1.5
Africa_Northern,unconventional oil upscaling,1.5
Africa_Southern,unconventional oil upscaling,1.5
Africa_Western,unconventional oil upscaling,1.5
Australia_NZ,unconventional oil upscaling,1.5
Brazil,unconventional oil upscaling,1.5
Canada,unconventional oil upscaling,1.5
Central America and Caribbean,unconventional oil upscaling,1.5
Central Asia,unconventional oil upscaling,1.5
China,unconventional oil upscaling,1.5
India,unconventional oil upscaling,1.5
Indonesia,unconventional oil upscaling,1.5
Japan,unconventional oil upscaling,1.5
Mexico,unconventional oil upscaling,1.5
Middle East,unconventional oil upscaling,1.5
Pakistan,unconventional oil upscaling,1.5
Russia,unconventional oil upscaling,1.5
South Africa,unconventional oil upscaling,1.5
South America_Northern,unconventional oil upscaling,1.5
South America_Southern,unconventional oil upscaling,1.5
South Asia,unconventional oil upscaling,1.5
South Korea,unconventional oil upscaling,1.5
Southeast Asia,unconventional oil upscaling,1.5
Taiwan,unconventional oil upscaling,1.5
Argentina,unconventional oil upscaling,1.5
Colombia,unconventional oil upscaling,1.5
Austria,unconventional oil upscaling,1.5
Belgium,unconventional oil upscaling,1.5
Bulgaria,unconventional oil upscaling,1.5
Croatia,unconventional oil upscaling,1.5
Cyprus,unconventional oil upscaling,1.5
Czech Republic,unconventional oil upscaling,1.5
Denmark,unconventional oil upscaling,1.5
Estonia,unconventional oil upscaling,1.5
Finland,unconventional oil upscaling,1.5
France,unconventional oil upscaling,1.5
Germany,unconventional oil upscaling,1.5
Greece,unconventional oil upscaling,1.5
Hungary,unconventional oil upscaling,1.5
Ireland,unconventional oil upscaling,1.5
Italy,unconventional oil upscaling,1.5
Latvia,unconventional oil upscaling,1.5
Lithuania,unconventional oil upscaling,1.5
Luxembourg,unconventional oil upscaling,1.5
Malta,unconventional oil upscaling,1.5
Netherlands,unconventional oil upscaling,1.5
Poland,unconventional oil upscaling,1.5
Portugal,unconventional oil upscaling,1.5
Romania,unconventional oil upscaling,1.5
Slovakia,unconventional oil upscaling,1.5
Slovenia,unconventional oil upscaling,1.5
Spain,unconventional oil upscaling,1.5
Sweden,unconventional oil upscaling,1.5
Albania,unconventional oil upscaling,1.5
Belarus,unconventional oil upscaling,1.5
Bosnia and Herzegovina,unconventional oil upscaling,1.5
Iceland,unconventional oil upscaling,1.5
Macedonia,unconventional oil upscaling,1.5
Moldova,unconventional oil upscaling,1.5
Norway,unconventional oil upscaling,1.5
Serbia and Montenegro,unconventional oil upscaling,1.5
Switzerland,unconventional oil upscaling,1.5
Turkey,unconventional oil upscaling,1.5
UK,unconventional oil upscaling,1.5
Ukraine,unconventional oil upscaling,1.5
USA,regional industrial_roundwood,0
Africa_Eastern,regional industrial_roundwood,0
Africa_Northern,regional industrial_roundwood,0
Africa_Southern,regional industrial_roundwood,0
Africa_Western,regional industrial_roundwood,0
Australia_NZ,regional industrial_roundwood,0
Brazil,regional industrial_roundwood,0
Canada,regional industrial_roundwood,0
Central America and Caribbean,regional industrial_roundwood,0
Central Asia,regional industrial_roundwood,0
China,regional industrial_roundwood,0
India,regional industrial_roundwood,0
Indonesia,regional industrial_roundwood,0
Japan,regional industrial_roundwood,0
Mexico,regional industrial_roundwood,0
Middle East,regional industrial_roundwood,0
Pakistan,regional industrial_roundwood,0
Russia,regional industrial_roundwood,0
South Africa,regional industrial_roundwood,0
South America_Northern,regional industrial_roundwood,0
South America_Southern,regional industrial_roundwood,0
South Asia,regional industrial_roundwood,0
South Korea,regional industrial_roundwood,0
Southeast Asia,regional industrial_roundwood,0
Taiwan,regional industrial_roundwood,0
Argentina,regional industrial_roundwood,0
Colombia,regional industrial_roundwood,0
Austria,regional industrial_roundwood,0
Belgium,regional industrial_roundwood,0
Bulgaria,regional industrial_roundwood,0
Croatia,regional industrial_roundwood,0
Cyprus,regional industrial_roundwood,0
Czech Republic,regional industrial_roundwood,0
Denmark,regional industrial_roundwood,0
Estonia,regional industrial_roundwood,0
Finland,regional industrial_roundwood,0
France,regional industrial_roundwood,0
Germany,regional industrial_roundwood,0
Greece,regional industrial_roundwood,0
Hungary,regional industrial_roundwood,0
Ireland,regional industrial_roundwood,0
Italy,regional industrial_roundwood,0
Latvia,regional industrial_roundwood,0
Lithuania,regional industrial_roundwood,0
Luxembourg,regional industrial_roundwood,0
Malta,regional industrial_roundwood,0
Netherlands,regional industrial_roundwood,0
Poland,regional industrial_roundwood,0
Portugal,regional industrial_roundwood,0
Romania,regional industrial_roundwood,0
Slovakia,regional industrial_roundwood,0
Slovenia,regional industrial_roundwood,0
Spain,regional industrial_roundwood,0
Sweden,regional industrial_roundwood,0
Albania,regional industrial_roundwood,0
Belarus,regional industrial_roundwood,0
Bosnia and Herzegovina,regional industrial_roundwood,0
Iceland,regional industrial_roundwood,0
Macedonia,regional industrial_roundwood,0
Moldova,regional industrial_roundwood,0
Norway,regional industrial_roundwood,0
Serbia and Montenegro,regional industrial_roundwood,0
Switzerland,regional industrial_roundwood,0
Turkey,regional industrial_roundwood,0
UK,regional industrial_roundwood,0
Ukraine,regional industrial_roundwood,0
USA,regional sawnwood,0
Africa_Eastern,regional sawnwood,0
Africa_Northern,regional sawnwood,0
Africa_Southern,regional sawnwood,0
Africa_Western,regional sawnwood,0
Australia_NZ,regional sawnwood,0
Brazil,regional sawnwood,0
Canada,regional sawnwood,0
Central America and Caribbean,regional sawnwood,0
Central Asia,regional sawnwood,0
China,regional sawnwood,0
India,regional sawnwood,0
Indonesia,regional sawnwood,0
Japan,regional sawnwood,0
Mexico,regional sawnwood,0
Middle East,regional sawnwood,0
Pakistan,regional sawnwood,0
Russia,regional sawnwood,0
South Africa,regional sawnwood,0
South America_Northern,regional sawnwood,0
South America_Southern,regional sawnwood,0
South Asia,regional sawnwood,0
South Korea,regional sawnwood,0
Southeast Asia,regional sawnwood,0
Taiwan,regional sawnwood,0
Argentina,regional sawnwood,0
Colombia,regional sawnwood,0
Austria,regional sawnwood,0
Belgium,regional sawnwood,0
Bulgaria,regional sawnwood,0
Croatia,regional sawnwood,0
Cyprus,regional sawnwood,0
Czech Republic,regional sawnwood,0
Denmark,regional sawnwood,0
Estonia,regional sawnwood,0
Finland,regional sawnwood,0
France,regional sawnwood,0
Germany,regional sawnwood,0
Greece,regional sawnwood,0
Hungary,regional sawnwood,0
Ireland,regional sawnwood,0
Italy,regional sawnwood,0
Latvia,regional sawnwood,0
Lithuania,regional sawnwood,0
Luxembourg,regional sawnwood,0
Malta,regional sawnwood,0
Netherlands,regional sawnwood,0
Poland,regional sawnwood,0
Portugal,regional sawnwood,0
Romania,regional sawnwood,0
Slovakia,regional sawnwood,0
Slovenia,regional sawnwood,0
Spain,regional sawnwood,0
Sweden,regional sawnwood,0
Albania,regional sawnwood,0
Belarus,regional sawnwood,0
Bosnia and Herzegovina,regional sawnwood,0
Iceland,regional sawnwood,0
Macedonia,regional sawnwood,0
Moldova,regional sawnwood,0
Norway,regional sawnwood,0
Serbia and Montenegro,regional sawnwood,0
Switzerland,regional sawnwood,0
Turkey,regional sawnwood,0
UK,regional sawnwood,0
Ukraine,regional sawnwood,0
USA,regional woodpulp,0
Africa_Eastern,regional woodpulp,0
Africa_Northern,regional woodpulp,0
Africa_Southern,regional woodpulp,0
Africa_Western,regional woodpulp,0
Australia_NZ,regional woodpulp,0
Brazil,regional woodpulp,0
Canada,regional woodpulp,0
Central America and Caribbean,regional woodpulp,0
Central Asia,regional woodpulp,0
China,regional woodpulp,0
India,regional woodpulp,0
Indonesia,regional woodpulp,0
Japan,regional woodpulp,0
Mexico,regional woodpulp,0
Middle East,regional woodpulp,0
Pakistan,regional woodpulp,0
Russia,regional woodpulp,0
South Africa,regional woodpulp,0
South America_Northern,regional woodpulp,0
South America_Southern,regional woodpulp,0
South Asia,regional woodpulp,0
South Korea,regional woodpulp,0
Southeast Asia,regional woodpulp,0
Taiwan,regional woodpulp,0
Argentina,regional woodpulp,0
Colombia,regional woodpulp,0
Austria,regional woodpulp,0
Belgium,regional woodpulp,0
Bulgaria,regional woodpulp,0
Croatia,regional woodpulp,0
Cyprus,regional woodpulp,0
Czech Republic,regional woodpulp,0
Denmark,regional woodpulp,0
Estonia,regional woodpulp,0
Finland,regional woodpulp,0
France,regional woodpulp,0
Germany,regional woodpulp,0
Greece,regional woodpulp,0
Hungary,regional woodpulp,0
Ireland,regional woodpulp,0
Italy,regional woodpulp,0
Latvia,regional woodpulp,0
Lithuania,regional woodpulp,0
Luxembourg,regional woodpulp,0
Malta,regional woodpulp,0
Netherlands,regional woodpulp,0
Poland,regional woodpulp,0
Portugal,regional woodpulp,0
Romania,regional woodpulp,0
Slovakia,regional woodpulp,0
Slovenia,regional woodpulp,0
Spain,regional woodpulp,0
Sweden,regional woodpulp,0
Albania,regional woodpulp,0
Belarus,regional woodpulp,0
Bosnia and Herzegovina,regional woodpulp,0
Iceland,regional woodpulp,0
Macedonia,regional woodpulp,0
Moldova,regional woodpulp,0
Norway,regional woodpulp,0
Serbia and Montenegro,regional woodpulp,0
Switzerland,regional woodpulp,0
Turkey,regional woodpulp,0
UK,regional woodpulp,0
Ukraine,regional woodpulp,0
USA,NonFoodDemand_sawnwood,0
Africa_Eastern,NonFoodDemand_sawnwood,0
Africa_Northern,NonFoodDemand_sawnwood,0
Africa_Southern,NonFoodDemand_sawnwood,0
Africa_Western,NonFoodDemand_sawnwood,0
Australia_NZ,NonFoodDemand_sawnwood,0
Brazil,NonFoodDemand_sawnwood,0
Canada,NonFoodDemand_sawnwood,0
Central America and Caribbean,NonFoodDemand_sawnwood,0
Central Asia,NonFoodDemand_sawnwood,0
China,NonFoodDemand_sawnwood,0
India,NonFoodDemand_sawnwood,0
Indonesia,NonFoodDemand_sawnwood,0
Japan,NonFoodDemand_sawnwood,0
Mexico,NonFoodDemand_sawnwood,0
Middle East,NonFoodDemand_sawnwood,0
Pakistan,NonFoodDemand_sawnwood,0
Russia,NonFoodDemand_sawnwood,0
South Africa,NonFoodDemand_sawnwood,0
South America_Northern,NonFoodDemand_sawnwood,0
South America_Southern,NonFoodDemand_sawnwood,0
South Asia,NonFoodDemand_sawnwood,0
South Korea,NonFoodDemand_sawnwood,0
Southeast Asia,NonFoodDemand_sawnwood,0
Taiwan,NonFoodDemand_sawnwood,0
Argentina,NonFoodDemand_sawnwood,0
Colombia,NonFoodDemand_sawnwood,0
Austria,NonFoodDemand_sawnwood,0
Belgium,NonFoodDemand_sawnwood,0
Bulgaria,NonFoodDemand_sawnwood,0
Croatia,NonFoodDemand_sawnwood,0
Cyprus,NonFoodDemand_sawnwood,0
Czech Republic,NonFoodDemand_sawnwood,0
Denmark,NonFoodDemand_sawnwood,0
Estonia,NonFoodDemand_sawnwood,0
Finland,NonFoodDemand_sawnwood,0
France,NonFoodDemand_sawnwood,0
Germany,NonFoodDemand_sawnwood,0
Greece,NonFoodDemand_sawnwood,0
Hungary,NonFoodDemand_sawnwood,0
Ireland,NonFoodDemand_sawnwood,0
Italy,NonFoodDemand_sawnwood,0
Latvia,NonFoodDemand_sawnwood,0
Lithuania,NonFoodDemand_sawnwood,0
Luxembourg,NonFoodDemand_sawnwood,0
Malta,NonFoodDemand_sawnwood,0
Netherlands,NonFoodDemand_sawnwood,0
Poland,NonFoodDemand_sawnwood,0
Portugal,NonFoodDemand_sawnwood,0
Romania,NonFoodDemand_sawnwood,0
Slovakia,NonFoodDemand_sawnwood,0
Slovenia,NonFoodDemand_sawnwood,0
Spain,NonFoodDemand_sawnwood,0
Sweden,NonFoodDemand_sawnwood,0
Albania,NonFoodDemand_sawnwood,0
Belarus,NonFoodDemand_sawnwood,0
Bosnia and Herzegovina,NonFoodDemand_sawnwood,0
Iceland,NonFoodDemand_sawnwood,0
Macedonia,NonFoodDemand_sawnwood,0
Moldova,NonFoodDemand_sawnwood,0
Norway,NonFoodDemand_sawnwood,0
Serbia and Montenegro,NonFoodDemand_sawnwood,0
Switzerland,NonFoodDemand_sawnwood,0
Turkey,NonFoodDemand_sawnwood,0
UK,NonFoodDemand_sawnwood,0
Ukraine,NonFoodDemand_sawnwood,0
USA,NonFoodDemand_woodpulp,0
Africa_Eastern,NonFoodDemand_woodpulp,0
Africa_Northern,NonFoodDemand_woodpulp,0
Africa_Southern,NonFoodDemand_woodpulp,0
Africa_Western,NonFoodDemand_woodpulp,0
Australia_NZ,NonFoodDemand_woodpulp,0
Brazil,NonFoodDemand_woodpulp,0
Canada,NonFoodDemand_woodpulp,0
Central America and Caribbean,NonFoodDemand_woodpulp,0
Central Asia,NonFoodDemand_woodpulp,0
China,NonFoodDemand_woodpulp,0
India,NonFoodDemand_woodpulp,0
Indonesia,NonFoodDemand_woodpulp,0
Japan,NonFoodDemand_woodpulp,0
Mexico,NonFoodDemand_woodpulp,0
Middle East,NonFoodDemand_woodpulp,0
Pakistan,NonFoodDemand_woodpulp,0
Russia,NonFoodDemand_woodpulp,0
South Africa,NonFoodDemand_woodpulp,0
South America_Northern,NonFoodDemand_woodpulp,0
South America_Southern,NonFoodDemand_woodpulp,0
South Asia,NonFoodDemand_woodpulp,0
South Korea,NonFoodDemand_woodpulp,0
Southeast Asia,NonFoodDemand_woodpulp,0
Taiwan,NonFoodDemand_woodpulp,0
Argentina,NonFoodDemand_woodpulp,0
Colombia,NonFoodDemand_woodpulp,0
Austria,NonFoodDemand_woodpulp,0
Belgium,NonFoodDemand_woodpulp,0
Bulgaria,NonFoodDemand_woodpulp,0
Croatia,NonFoodDemand_woodpulp,0
Cyprus,NonFoodDemand_woodpulp,0
Czech Republic,NonFoodDemand_woodpulp,0
Denmark,NonFoodDemand_woodpulp,0
Estonia,NonFoodDemand_woodpulp,0
Finland,NonFoodDemand_woodpulp,0
France,NonFoodDemand_woodpulp,0
Germany,NonFoodDemand_woodpulp,0
Greece,NonFoodDemand_woodpulp,0
Hungary,NonFoodDemand_woodpulp,0
Ireland,NonFoodDemand_woodpulp,0
Italy,NonFoodDemand_woodpulp,0
Latvia,NonFoodDemand_woodpulp,0
Lithuania,NonFoodDemand_woodpulp,0
Luxembourg,NonFoodDemand_woodpulp,0
Malta,NonFoodDemand_woodpulp,0
Netherlands,NonFoodDemand_woodpulp,0
Poland,NonFoodDemand_woodpulp,0
Portugal,NonFoodDemand_woodpulp,0
Romania,NonFoodDemand_woodpulp,0
Slovakia,NonFoodDemand_woodpulp,0
Slovenia,NonFoodDemand_woodpulp,0
Spain,NonFoodDemand_woodpulp,0
Sweden,NonFoodDemand_woodpulp,0
Albania,NonFoodDemand_woodpulp,0
Belarus,NonFoodDemand_woodpulp,0
Bosnia and Herzegovina,NonFoodDemand_woodpulp,0
Iceland,NonFoodDemand_woodpulp,0
Macedonia,NonFoodDemand_woodpulp,0
Moldova,NonFoodDemand_woodpulp,0
Norway,NonFoodDemand_woodpulp,0
Serbia and Montenegro,NonFoodDemand_woodpulp,0
Switzerland,NonFoodDemand_woodpulp,0
Turkey,NonFoodDemand_woodpulp,0
UK,NonFoodDemand_woodpulp,0
Ukraine,NonFoodDemand_woodpulp,0
USA,regional woodpulp for energy,23
Africa_Eastern,regional woodpulp for energy,23
Africa_Northern,regional woodpulp for energy,23
Africa_Southern,regional woodpulp for energy,23
Africa_Western,regional woodpulp for energy,23
Australia_NZ,regional woodpulp for energy,23
Brazil,regional woodpulp for energy,23
Canada,regional woodpulp for energy,23
Central America and Caribbean,regional woodpulp for energy,23
Central Asia,regional woodpulp for energy,23
China,regional woodpulp for energy,23
India,regional woodpulp for energy,23
Indonesia,regional woodpulp for energy,23
Japan,regional woodpulp for energy,23
Mexico,regional woodpulp for energy,23
Middle East,regional woodpulp for energy,23
Pakistan,regional woodpulp for energy,23
Russia,regional woodpulp for energy,23
South Africa,regional woodpulp for energy,23
South America_Northern,regional woodpulp for energy,23
South America_Southern,regional woodpulp for energy,23
South Asia,regional woodpulp for energy,23
South Korea,regional woodpulp for energy,23
Southeast Asia,regional woodpulp for energy,23
Taiwan,regional woodpulp for energy,23
Argentina,regional woodpulp for energy,23
Colombia,regional woodpulp for energy,23
Austria,regional woodpulp for energy,23
Belgium,regional woodpulp for energy,23
Bulgaria,regional woodpulp for energy,23
Croatia,regional woodpulp for energy,23
Cyprus,regional woodpulp for energy,23
Czech Republic,regional woodpulp for energy,23
Denmark,regional woodpulp for energy,23
Estonia,regional woodpulp for energy,23
Finland,regional woodpulp for energy,23
France,regional woodpulp for energy,23
Germany,regional woodpulp for energy,23
Greece,regional woodpulp for energy,23
Hungary,regional woodpulp for energy,23
Ireland,regional woodpulp for energy,23
Italy,regional woodpulp for energy,23
Latvia,regional woodpulp for energy,23
Lithuania,regional woodpulp for energy,23
Luxembourg,regional woodpulp for energy,23
Malta,regional woodpulp for energy,23
Netherlands,regional woodpulp for energy,23
Poland,regional woodpulp for energy,23
Portugal,regional woodpulp for energy,23
Romania,regional woodpulp for energy,23
Slovakia,regional woodpulp for energy,23
Slovenia,regional woodpulp for energy,23
Spain,regional woodpulp for energy,23
Sweden,regional woodpulp for energy,23
Albania,regional woodpulp for energy,23
Belarus,regional woodpulp for energy,23
Bosnia and Herzegovina,regional woodpulp for energy,23
Iceland,regional woodpulp for energy,23
Macedonia,regional woodpulp for energy,23
Moldova,regional woodpulp for energy,23
Norway,regional woodpulp for energy,23
Serbia and Montenegro,regional woodpulp for energy,23
Switzerland,regional woodpulp for energy,23
Turkey,regional woodpulp for energy,23
UK,regional woodpulp for energy,23
Ukraine,regional woodpulp for energy,23
USA,refined liquids feedstocks,19.6
Africa_Eastern,refined liquids feedstocks,19.6
Africa_Northern,refined liquids feedstocks,19.6
Africa_Southern,refined liquids feedstocks,19.6
Africa_Western,refined liquids feedstocks,19.6
Australia_NZ,refined liquids feedstocks,19.6
Brazil,refined liquids feedstocks,19.6
Canada,refined liquids feedstocks,19.6
Central America and Caribbean,refined liquids feedstocks,19.6
Central Asia,refined liquids feedstocks,19.6
China,refined liquids feedstocks,19.6
India,refined liquids feedstocks,19.6
Indonesia,refined liquids feedstocks,19.6
Japan,refined liquids feedstocks,19.6
Mexico,refined liquids feedstocks,19.6
Middle East,refined liquids feedstocks,19.6
Pakistan,refined liquids feedstocks,19.6
Russia,refined liquids feedstocks,19.6
South Africa,refined liquids feedstocks,19.6
South America_Northern,refined liquids feedstocks,19.6
South America_Southern,refined liquids feedstocks,19.6
South Asia,refined liquids feedstocks,19.6
South Korea,refined liquids feedstocks,19.6
Southeast Asia,refined liquids feedstocks,19.6
Taiwan,refined liquids feedstocks,19.6
Argentina,refined liquids feedstocks,19.6
Colombia,refined liquids feedstocks,19.6
Austria,refined liquids feedstocks,19.6
Belgium,refined liquids feedstocks,19.6
Bulgaria,refined liquids feedstocks,19.6
Croatia,refined liquids feedstocks,19.6
Cyprus,refined liquids feedstocks,19.6
Czech Republic,refined liquids feedstocks,19.6
Denmark,refined liquids feedstocks,19.6
Estonia,refined liquids feedstocks,19.6
Finland,refined liquids feedstocks,19.6
France,refined liquids feedstocks,19.6
Germany,refined liquids feedstocks,19.6
Greece,refined liquids feedstocks,19.6
Hungary,refined liquids feedstocks,19.6
Ireland,refined liquids feedstocks,19.6
Italy,refined liquids feedstocks,19.6
Latvia,refined liquids feedstocks,19.6
Lithuania,refined liquids feedstocks,19.6
Luxembourg,refined liquids feedstocks,19.6
Malta,refined liquids feedstocks,19.6
Netherlands,refined liquids feedstocks,19.6
Poland,refined liquids feedstocks,19.6
Portugal,refined liquids feedstocks,19.6
Romania,refined liquids feedstocks,19.6
Slovakia,refined liquids feedstocks,19.6
Slovenia,refined liquids feedstocks,19.6
Spain,refined liquids feedstocks,19.6
Sweden,refined liquids feedstocks,19.6
Albania,refined liquids feedstocks,19.6
Belarus,refined liquids feedstocks,19.6
Bosnia and Herzegovina,refined liquids feedstocks,19.6
Iceland,refined liquids feedstocks,19.6
Macedonia,refined liquids feedstocks,19.6
Moldova,refined liquids feedstocks,19.6
Norway,refined liquids feedstocks,19.6
Serbia and Montenegro,refined liquids feedstocks,19.6
Switzerland,refined liquids feedstocks,19.6
Turkey,refined liquids feedstocks,19.6
UK,refined liquids feedstocks,19.6
Ukraine,refined liquids feedstocks,19.6
USA,wholesale gas feedstocks,14.2
Africa_Eastern,wholesale gas feedstocks,14.2
Africa_Northern,wholesale gas feedstocks,14.2
Africa_Southern,wholesale gas feedstocks,14.2
Africa_Western,wholesale gas feedstocks,14.2
Australia_NZ,wholesale gas feedstocks,14.2
Brazil,wholesale gas feedstocks,14.2
Canada,wholesale gas feedstocks,14.2
Central America and Caribbean,wholesale gas feedstocks,14.2
Central Asia,wholesale gas feedstocks,14.2
China,wholesale gas feedstocks,14.2
India,wholesale gas feedstocks,14.2
Indonesia,wholesale gas feedstocks,14.2
Japan,wholesale gas feedstocks,14.2
Mexico,wholesale gas feedstocks,14.2
Middle East,wholesale gas feedstocks,14.2
Pakistan,wholesale gas feedstocks,14.2
Russia,wholesale gas feedstocks,14.2
South Africa,wholesale gas feedstocks,14.2
South America_Northern,wholesale gas feedstocks,14.2
South America_Southern,wholesale gas feedstocks,14.2
South Asia,wholesale gas feedstocks,14.2
South Korea,wholesale gas feedstocks,14.2
Southeast Asia,wholesale gas feedstocks,14.2
Taiwan,wholesale gas feedstocks,14.2
Argentina,wholesale gas feedstocks,14.2
Colombia,wholesale gas feedstocks,14.2
Austria,wholesale gas feedstocks,14.2
Belgium,wholesale gas feedstocks,14.2
Bulgaria,wholesale gas feedstocks,14.2
Croatia,wholesale gas feedstocks,14.2
Cyprus,wholesale gas feedstocks,14.2
Czech Republic,wholesale gas feedstocks,14.2
Denmark,wholesale gas feedstocks,14.2
Estonia,wholesale gas feedstocks,14.2
Finland,wholesale gas feedstocks,14.2
France,wholesale gas feedstocks,14.2
Germany,wholesale gas feedstocks,14.2
Greece,wholesale gas feedstocks,14.2
Hungary,wholesale gas feedstocks,14.2
Ireland,wholesale gas feedstocks,14.2
Italy,wholesale gas feedstocks,14.2
Latvia,wholesale gas feedstocks,14.2
Lithuania,wholesale gas feedstocks,14.2
Luxembourg,wholesale gas feedstocks,14.2
Malta,wholesale gas feedstocks,14.2
Netherlands,wholesale gas feedstocks,14.2
Poland,wholesale gas feedstocks,14.2
Portugal,wholesale gas feedstocks,14.2
Romania,wholesale gas feedstocks,14.2
Slovakia,wholesale gas feedstocks,14.2
Slovenia,wholesale gas feedstocks,14.2
Spain,wholesale gas feedstocks,14.2
Sweden,wholesale gas feedstocks,14.2
Albania,wholesale gas feedstocks,14.2
Belarus,wholesale gas feedstocks,14.2
Bosnia and Herzegovina,wholesale gas feedstocks,14.2
Iceland,wholesale gas feedstocks,14.2
Macedonia,wholesale gas feedstocks,14.2
Moldova,wholesale gas feedstocks,14.2
Norway,wholesale gas feedstocks,14.2
Serbia and Montenegro,wholesale gas feedstocks,14.2
Switzerland,wholesale gas feedstocks,14.2
Turkey,wholesale gas feedstocks,14.2
UK,wholesale gas feedstocks,14.2
Ukraine,wholesale gas feedstocks,14.2
USA,delivered coal feedstocks,27.3
Africa_Eastern,delivered coal feedstocks,27.3
Africa_Northern,delivered coal feedstocks,27.3
Africa_Southern,delivered coal feedstocks,27.3
Africa_Western,delivered coal feedstocks,27.3
Australia_NZ,delivered coal feedstocks,27.3
Brazil,delivered coal feedstocks,27.3
Canada,delivered coal feedstocks,27.3
Central America and Caribbean,delivered coal feedstocks,27.3
Central Asia,delivered coal feedstocks,27.3
China,delivered coal feedstocks,27.3
India,delivered coal feedstocks,27.3
Indonesia,delivered coal feedstocks,27.3
Japan,delivered coal feedstocks,27.3
Mexico,delivered coal feedstocks,27.3
Middle East,delivered coal feedstocks,27.3
Pakistan,delivered coal feedstocks,27.3
Russia,delivered coal feedstocks,27.3
South Africa,delivered coal feedstocks,27.3
South America_Northern,delivered coal feedstocks,27.3
South America_Southern,delivered coal feedstocks,27.3
South Asia,delivered coal feedstocks,27.3
South Korea,delivered coal feedstocks,27.3
Southeast Asia,delivered coal feedstocks,27.3
Taiwan,delivered coal feedstocks,27.3
Argentina,delivered coal feedstocks,27.3
Colombia,delivered coal feedstocks,27.3
Austria,delivered coal feedstocks,27.3
Belgium,delivered coal feedstocks,27.3
Bulgaria,delivered coal feedstocks,27.3
Croatia,delivered coal feedstocks,27.3
Cyprus,delivered coal feedstocks,27.3
Czech Republic,delivered coal feedstocks,27.3
Denmark,delivered coal feedstocks,27.3
Estonia,delivered coal feedstocks,27.3
Finland,delivered coal feedstocks,27.3
France,delivered coal feedstocks,27.3
Germany,delivered coal feedstocks,27.3
Greece,delivered coal feedstocks,27.3
Hungary,delivered coal feedstocks,27.3
Ireland,delivered coal feedstocks,27.3
Italy,delivered coal feedstocks,27.3
Latvia,delivered coal feedstocks,27.3
Lithuania,delivered coal feedstocks,27.3
Luxembourg,delivered coal feedstocks,27.3
Malta,delivered coal feedstocks,27.3
Netherlands,delivered coal feedstocks,27.3
Poland,delivered coal feedstocks,27.3
Portugal,delivered coal feedstocks,27.3
Romania,delivered coal feedstocks,27.3
Slovakia,delivered coal feedstocks,27.3
Slovenia,delivered coal feedstocks,27.3
Spain,delivered coal feedstocks,27.3
Sweden,delivered coal feedstocks,27.3
Albania,delivered coal feedstocks,27.3
Belarus,delivered coal feedstocks,27.3
Bosnia and Herzegovina,delivered coal feedstocks,27.3
Iceland,delivered coal feedstocks,27.3
Macedonia,delivered coal feedstocks,27.3
